tweet_id,timestamp,rating_numerator,rating_denominator,stage,name,jpg_url,source_new_x,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,retweet_count,favorite_count
666104133288665088,2015-11-16 04:02:55,1,10,None,None,https://pbs.twimg.com/media/CT56LSZWoAAlJj2.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CT56LSZWoAAlJj2.jpg,1,hen,0.965932,False,cock,0.0339194,6871,14765
666268910803644416,2015-11-16 14:57:41,10,10,None,None,https://pbs.twimg.com/media/CT8QCd1WEAADXws.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CT8QCd1WEAADXws.jpg,1,desktop_computer,0.086502,False,desk,0.0855474,37,108
666273097616637952,2015-11-16 15:14:19,11,10,None,None,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,1,italian_greyhound,0.176053,True,toy_terrier,0.111884,82,184
666287406224695296,2015-11-16 16:11:11,1,2,None,an,https://pbs.twimg.com/media/CT8g3BpUEAAuFjg.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CT8g3BpUEAAuFjg.jpg,1,maltese_dog,0.8575309999999999,True,toy_poodle,0.0630638,71,152
666293911632134144,2015-11-16 16:37:02,3,10,None,a,https://pbs.twimg.com/media/CT8mx7KW4AEQu8N.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CT8mx7KW4AEQu8N.jpg,1,three-toed_sloth,0.914671,False,otter,0.01525,368,522
666337882303524864,2015-11-16 19:31:45,9,10,None,an,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg,1,ox,0.4166689999999999,False,newfoundland,0.278407,96,204
666345417576210432,2015-11-16 20:01:42,10,10,None,None,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,1,golden_retriever,0.8587440000000001,True,chesapeake_bay_retriever,0.0547868,146,307
666353288456101888,2015-11-16 20:32:58,8,10,None,None,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg,1,malamute,0.3368739999999999,True,siberian_husky,0.147655,77,229
666362758909284353,2015-11-16 21:10:36,6,10,None,None,https://pbs.twimg.com/media/CT9lXGsUcAAyUFt.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CT9lXGsUcAAyUFt.jpg,1,guinea_pig,0.996496,False,skunk,0.00240245,595,804
666373753744588802,2015-11-16 21:54:18,11,10,None,None,https://pbs.twimg.com/media/CT9vZEYWUAAlZ05.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CT9vZEYWUAAlZ05.jpg,1,soft-coated_wheaten_terrier,0.326467,True,afghan_hound,0.259551,100,194
666396247373291520,2015-11-16 23:23:41,9,10,None,None,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,1,chihuahua,0.978108,True,toy_terrier,0.00939697,92,172
666407126856765440,2015-11-17 00:06:54,7,10,None,a,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,1,black-and-tan_coonhound,0.529139,True,bloodhound,0.24422,44,113
666411507551481857,2015-11-17 00:24:19,2,10,None,quite,https://pbs.twimg.com/media/CT-RugiWIAELEaq.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CT-RugiWIAELEaq.jpg,1,coho,0.40464,False,barracouta,0.271485,339,459
666418789513326592,2015-11-17 00:53:15,10,10,None,Walter,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,1,toy_terrier,0.14968,True,papillon,0.148258,48,129
666421158376562688,2015-11-17 01:02:40,12,10,None,None,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,1,blenheim_spaniel,0.906777,True,cocker_spaniel,0.0903464,118,327
666428276349472768,2015-11-17 01:30:57,7,10,None,None,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,1,pembroke,0.371361,True,chow,0.249394,90,171
666430724426358785,2015-11-17 01:40:41,6,10,None,None,https://pbs.twimg.com/media/CT-jNYqW4AAPi2M.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CT-jNYqW4AAPi2M.jpg,1,llama,0.505184,False,irish_terrier,0.104109,204,330
666435652385423360,2015-11-17 02:00:15,10,10,None,None,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,1,chesapeake_bay_retriever,0.18413,True,chain_saw,0.0567753,54,170
666437273139982337,2015-11-17 02:06:42,7,10,None,None,https://pbs.twimg.com/media/CT-pKmRWIAAxUWj.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CT-pKmRWIAAxUWj.jpg,1,chihuahua,0.6718529999999999,True,beagle,0.12468,52,131
666447344410484738,2015-11-17 02:46:43,9,10,None,Scout,https://pbs.twimg.com/media/CT-yU5QWwAEjLX5.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CT-yU5QWwAEjLX5.jpg,1,curly-coated_retriever,0.322084,True,giant_schnauzer,0.287955,23,107
666454714377183233,2015-11-17 03:16:00,10,10,None,Kreggory,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg,1,dalmatian,0.278954,True,labrador_retriever,0.237612,223,545
666644823164719104,2015-11-17 15:51:26,9,10,None,Jimothy,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,1,ibizan_hound,0.0443334,True,pembroke,0.0432093,88,238
666649482315059201,2015-11-17 16:09:56,4,10,None,None,https://pbs.twimg.com/media/CUBqKnLWwAA5OQB.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUBqKnLWwAA5OQB.jpg,1,border_collie,0.4478029999999999,True,english_springer,0.170497,608,923
666691418707132416,2015-11-17 18:56:35,8,10,None,Christoper,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,1,german_shepherd,0.975401,True,beagle,0.00868727,51,196
666701168228331520,2015-11-17 19:35:19,8,10,None,a,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,1,labrador_retriever,0.887707,True,chihuahua,0.029307,234,449
666739327293083650,2015-11-17 22:06:57,10,10,None,Lugan,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,1,miniature_poodle,0.546933,True,cocker_spaniel,0.1652549999999999,71,244
666776908487630848,2015-11-18 00:36:17,5,10,None,Josep,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,1,seat_belt,0.375057,False,miniature_pinscher,0.167175,186,368
666781792255496192,2015-11-18 00:55:42,10,10,None,a,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,1,italian_greyhound,0.618316,True,weimaraner,0.151363,211,404
666786068205871104,2015-11-18 01:12:41,2,10,None,None,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,1,snail,0.999888,False,slug,5.51417e-05,521,800
666804364988780544,2015-11-18 02:25:23,8,10,None,Jockson,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,1,english_setter,0.328792,True,brittany_spaniel,0.283545,95,250
666817836334096384,2015-11-18 03:18:55,9,10,None,Jeph,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,1,miniature_schnauzer,0.496953,True,standard_schnauzer,0.285276,267,540
666826780179869698,2015-11-18 03:54:28,12,10,None,None,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,1,maltese_dog,0.359383,True,teddy,0.148759,105,266
666835007768551424,2015-11-18 04:27:09,10,10,None,None,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,1,airedale,0.448459,True,toy_poodle,0.12403,83,222
666837028449972224,2015-11-18 04:35:11,3,10,None,None,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,1,triceratops,0.442113,False,armadillo,0.114071,584,857
666983947667116034,2015-11-18 14:18:59,11,10,None,a,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,1,swab,0.589446,False,chain_saw,0.190142,1040,2679
666996132027977728,2015-11-18 15:07:24,10,10,None,Carll,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,1,hay,0.507637,False,rottweiler,0.0624899,102,258
667012601033924608,2015-11-18 16:12:51,9,10,None,Klevin,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,1,hyena,0.98723,False,african_hunting_dog,0.0126007999999999,237,471
667044094246576128,2015-11-18 18:17:59,12,10,None,None,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,1,golden_retriever,0.765266,True,labrador_retriever,0.206694,54,198
667062181243039745,2015-11-18 19:29:52,10,10,None,Keet,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,1,chesapeake_bay_retriever,0.825678,True,vizsla,0.090998,57,227
667065535570550784,2015-11-18 19:43:11,8,10,None,None,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,1,jigsaw_puzzle,0.560001,False,doormat,0.1032589999999999,51,175
667073648344346624,2015-11-18 20:15:26,10,10,None,Dave,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,1,chihuahua,0.4836819999999999,True,pug,0.0924938999999999,134,425
667090893657276420,2015-11-18 21:23:57,7,10,None,Clybe,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,1,chihuahua,0.959514,True,italian_greyhound,0.00537015,132,349
667119796878725120,2015-11-18 23:18:48,10,10,None,Gabe,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,1,pembroke,0.741563,True,chihuahua,0.0578659,135,346
667138269671505920,2015-11-19 00:32:12,10,10,None,None,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,1,west_highland_white_terrier,0.747713,True,samoyed,0.2436289999999999,2387,4851
667152164079423490,2015-11-19 01:27:25,12,10,None,Pipsy,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,1,toy_poodle,0.535411,True,pomeranian,0.087544,18285,49720
667160273090932737,2015-11-19 01:59:39,11,10,None,Bradlay,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,1,golden_retriever,0.471351,True,miniature_poodle,0.0919921,66,268
667165590075940865,2015-11-19 02:20:46,10,10,None,Churlie,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,1,miniature_pinscher,0.140173,True,rottweiler,0.134094,1241,2819
667171260800061440,2015-11-19 02:43:18,10,10,None,Kenneth,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,1,giant_schnauzer,0.8412649999999999,True,lakeland_terrier,0.0527442,97,235
667174963120574464,2015-11-19 02:58:01,9,10,None,Clarence,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,1,toy_poodle,0.266437,True,chihuahua,0.243223,88,262
667176164155375616,2015-11-19 03:02:47,4,10,None,None,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,1,soft-coated_wheaten_terrier,0.318981,True,lakeland_terrier,0.215218,484,640
667177989038297088,2015-11-19 03:10:02,8,10,None,a,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,1,vizsla,0.2592489999999999,True,chesapeake_bay_retriever,0.176293,58,200
667182792070062081,2015-11-19 03:29:07,10,10,None,Timison,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,1,golden_retriever,0.949892,True,irish_setter,0.0105638,6618,15075
667188689915760640,2015-11-19 03:52:34,10,10,None,None,https://pbs.twimg.com/media/CUJUk2iWUAAVtOv.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUJUk2iWUAAVtOv.jpg,1,vacuum,0.33583,False,swab,0.265278,449,784
667192066997374976,2015-11-19 04:05:59,12,10,None,None,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,1,rottweiler,0.28364,True,miniature_pinscher,0.148112,115,414
667200525029539841,2015-11-19 04:39:35,11,10,None,Joshwa,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,1,siberian_husky,0.694904,True,malamute,0.232006,282,658
667211855547486208,2015-11-19 05:24:37,9,10,None,Genevieve,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,1,golden_retriever,0.462556,True,labrador_retriever,0.454937,258,516
667369227918143488,2015-11-19 15:49:57,10,10,None,None,https://pbs.twimg.com/media/CUL4xR9UkAEdlJ6.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUL4xR9UkAEdlJ6.jpg,1,teddy,0.709545,False,bath_towel,0.1272849999999999,173,385
667393430834667520,2015-11-19 17:26:08,8,10,None,Fwed,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,1,papillon,0.557009,True,border_collie,0.271963,60,211
667405339315146752,2015-11-19 18:13:27,7,10,None,Biden,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,1,saint_bernard,0.381377,True,leonberg,0.127998,234,489
667435689202614272,2015-11-19 20:14:03,12,10,None,None,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,1,rottweiler,0.999091,True,miniature_pinscher,0.000450355,89,326
667437278097252352,2015-11-19 20:20:22,10,10,None,None,https://pbs.twimg.com/media/CUM2qWaWoAUZ06L.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUM2qWaWoAUZ06L.jpg,1,porcupine,0.989154,False,bath_towel,0.00630049,257,483
667443425659232256,2015-11-19 20:44:47,6,10,None,None,https://pbs.twimg.com/media/CUM8QZwW4AAVsBl.jpg,http://twitter.com/download/iphone rel=nofollow,https://pbs.twimg.com/media/CUM8QZwW4AAVsBl.jpg,1,goose,0.980815,False,drake,0.00691777,620,833
667453023279554560,2015-11-19 21:22:56,11,10,None,Cupcake,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,http://twitter.com rel=nofollow,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,1,labrador_retriever,0.8256700000000001,True,french_bulldog,0.0566394,96,327
667455448082227200,2015-11-19 21:32:34,7,10,None,Reese,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg,http://twitter.com rel=nofollow,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg,1,tibetan_terrier,0.676376,True,irish_terrier,0.0549334,66,203
667470559035432960,2015-11-19 22:32:36,11,10,None,a,https://pbs.twimg.com/media/CUNU78YWEAECmpB.jpg,http://twitter.com rel=nofollow,https://pbs.twimg.com/media/CUNU78YWEAECmpB.jpg,1,toy_poodle,0.304175,True,pug,0.223427,102,273
667491009379606528,2015-11-19 23:53:52,7,10,None,None,https://pbs.twimg.com/media/CUNniSlUYAEj1Jl.jpg,http://twitter.com rel=nofollow,https://pbs.twimg.com/media/CUNniSlUYAEj1Jl.jpg,1,borzoi,0.852088,True,ice_bear,0.132264,242,559
667495797102141441,2015-11-20 00:12:54,9,10,None,Philippe,https://pbs.twimg.com/media/CUNr4-7UwAAg2lq.jpg,http://twitter.com rel=nofollow,https://pbs.twimg.com/media/CUNr4-7UwAAg2lq.jpg,1,chihuahua,0.143957,True,christmas_stocking,0.1186509999999999,294,565
667502640335572993,2015-11-20 00:40:05,11,10,None,Hall,https://pbs.twimg.com/media/CUNyHTMUYAAQVch.jpg,http://twitter.com rel=nofollow,https://pbs.twimg.com/media/CUNyHTMUYAAQVch.jpg,1,labrador_retriever,0.996709,True,golden_retriever,0.00168821,231,563
667509364010450944,2015-11-20 01:06:48,12,10,None,None,https://pbs.twimg.com/media/CUN4Or5UAAAa5K4.jpg,http://twitter.com rel=nofollow,https://pbs.twimg.com/media/CUN4Or5UAAAa5K4.jpg,1,beagle,0.636169,True,labrador_retriever,0.119256,2272,7148
667517642048163840,2015-11-20 01:39:42,8,10,None,Dook,https://pbs.twimg.com/media/CUN_wiBUkAAakT0.jpg,http://twitter.com rel=nofollow,https://pbs.twimg.com/media/CUN_wiBUkAAakT0.jpg,1,italian_greyhound,0.125176,True,standard_poodle,0.0845715,203,389
667524857454854144,2015-11-20 02:08:22,12,10,None,None,https://pbs.twimg.com/media/CUOGUfJW4AA_eni.jpg,http://twitter.com rel=nofollow,https://pbs.twimg.com/media/CUOGUfJW4AA_eni.jpg,1,hare,0.447893,False,dhole,0.0924353,1198,1798
667530908589760512,2015-11-20 02:32:25,10,10,None,Naphaniel,https://pbs.twimg.com/media/CUOL0uGUkAAx7yh.jpg,http://twitter.com rel=nofollow,https://pbs.twimg.com/media/CUOL0uGUkAAx7yh.jpg,1,golden_retriever,0.633037,True,kuvasz,0.146391,264,501
667534815156183040,2015-11-20 02:47:56,8,10,None,Frank,https://pbs.twimg.com/media/CUOPYI5UcAAj_nO.jpg,http://twitter.com rel=nofollow,https://pbs.twimg.com/media/CUOPYI5UcAAj_nO.jpg,1,pembroke,0.435254,True,cardigan,0.307407,576,866
667538891197542400,2015-11-20 03:04:08,9,10,None,a,https://pbs.twimg.com/media/CUOTFZOW4AABsfW.jpg,http://twitter.com rel=nofollow,https://pbs.twimg.com/media/CUOTFZOW4AABsfW.jpg,1,yorkshire_terrier,0.618957,True,silky_terrier,0.300313,72,220
667544320556335104,2015-11-20 03:25:43,10,10,None,Kial,https://pbs.twimg.com/media/CUOYBbbWIAAXQGU.jpg,http://twitter.com rel=nofollow,https://pbs.twimg.com/media/CUOYBbbWIAAXQGU.jpg,1,pomeranian,0.412893,True,pembroke,0.312958,568,917
